start_date,end_date,original_dates,firm,party,preference_type,election_year,mid_date,survey_type,sample_size,intended_vote
2011-11-02,2011-11-06,2–6 Nov 2011,Essential,ALP,First preference,2013,2011-11-04,NA,NA,35
2011-11-02,2011-11-06,2–6 Nov 2011,Essential,ALP,Two-party-preferred,2013,2011-11-04,NA,NA,46
2011-11-02,2011-11-06,2–6 Nov 2011,Essential,Grn,First preference,2013,2011-11-04,NA,NA,9
2011-11-02,2011-11-06,2–6 Nov 2011,Essential,Lib/Nat,First preference,2013,2011-11-04,NA,NA,46
2011-11-02,2011-11-06,2–6 Nov 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-11-04,NA,NA,54
2011-11-02,2011-11-06,2–6 Nov 2011,Essential,Oth,First preference,2013,2011-11-04,NA,NA,9
2011-11-03,2011-11-06,3–6 Nov 2011,Newspoll,ALP,First preference,2013,2011-11-04,NA,NA,32
2011-11-03,2011-11-06,3–6 Nov 2011,Newspoll,ALP,Two-party-preferred,2013,2011-11-04,NA,NA,47
2011-11-03,2011-11-06,3–6 Nov 2011,Newspoll,Grn,First preference,2013,2011-11-04,NA,NA,12
2011-11-03,2011-11-06,3–6 Nov 2011,Newspoll,Lib/Nat,First preference,2013,2011-11-04,NA,NA,44
2011-11-03,2011-11-06,3–6 Nov 2011,Newspoll,Lib/Nat,Two-party-preferred,2013,2011-11-04,NA,NA,53
2011-11-03,2011-11-06,3–6 Nov 2011,Newspoll,Oth,First preference,2013,2011-11-04,NA,NA,12
2011-11-06,2011-11-12,5–6/12–13 Nov 2011,Roy Morgan,ALP,First preference,2013,2011-11-09,NA,NA,34.5
2011-11-06,2011-11-12,5–6/12–13 Nov 2011,Roy Morgan,ALP,Two-party-preferred,2013,2011-11-09,NA,NA,46.5
2011-11-06,2011-11-12,5–6/12–13 Nov 2011,Roy Morgan,Grn,First preference,2013,2011-11-09,NA,NA,11.5
2011-11-06,2011-11-12,5–6/12–13 Nov 2011,Roy Morgan,Lib/Nat,First preference,2013,2011-11-09,NA,NA,47
2011-11-06,2011-11-12,5–6/12–13 Nov 2011,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2011-11-09,NA,NA,53.5
2011-11-06,2011-11-12,5–6/12–13 Nov 2011,Roy Morgan,Oth,First preference,2013,2011-11-09,NA,NA,7
2011-11-09,2011-11-13,9–13 Nov 2011,Essential,ALP,First preference,2013,2011-11-11,NA,NA,35
2011-11-09,2011-11-13,9–13 Nov 2011,Essential,ALP,Two-party-preferred,2013,2011-11-11,NA,NA,46
2011-11-09,2011-11-13,9–13 Nov 2011,Essential,Grn,First preference,2013,2011-11-11,NA,NA,10
2011-11-09,2011-11-13,9–13 Nov 2011,Essential,Lib/Nat,First preference,2013,2011-11-11,NA,NA,47
2011-11-09,2011-11-13,9–13 Nov 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-11-11,NA,NA,54
2011-11-09,2011-11-13,9–13 Nov 2011,Essential,Oth,First preference,2013,2011-11-11,NA,NA,8
2011-11-10,2011-11-12,10–12 Nov 2011,Nielsen,ALP,First preference,2013,2011-11-11,NA,NA,30
2011-11-10,2011-11-12,10–12 Nov 2011,Nielsen,ALP,Two-party-preferred,2013,2011-11-11,NA,NA,45
2011-11-10,2011-11-12,10–12 Nov 2011,Nielsen,Grn,First preference,2013,2011-11-11,NA,NA,14
2011-11-10,2011-11-12,10–12 Nov 2011,Nielsen,Lib/Nat,First preference,2013,2011-11-11,NA,NA,45
2011-11-10,2011-11-12,10–12 Nov 2011,Nielsen,Lib/Nat,Two-party-preferred,2013,2011-11-11,NA,NA,55
2011-11-10,2011-11-12,10–12 Nov 2011,Nielsen,Oth,First preference,2013,2011-11-11,NA,NA,12
2011-11-16,2011-11-20,16–20 Nov 2011,Essential,ALP,First preference,2013,2011-11-18,NA,NA,34
2011-11-16,2011-11-20,16–20 Nov 2011,Essential,ALP,Two-party-preferred,2013,2011-11-18,NA,NA,45
2011-11-16,2011-11-20,16–20 Nov 2011,Essential,Grn,First preference,2013,2011-11-18,NA,NA,10
2011-11-16,2011-11-20,16–20 Nov 2011,Essential,Lib/Nat,First preference,2013,2011-11-18,NA,NA,48
2011-11-16,2011-11-20,16–20 Nov 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-11-18,NA,NA,55
2011-11-16,2011-11-20,16–20 Nov 2011,Essential,Oth,First preference,2013,2011-11-18,NA,NA,7
2011-11-18,2011-11-20,18–20 Nov 2011,Newspoll,ALP,First preference,2013,2011-11-19,NA,NA,30
2011-11-18,2011-11-20,18–20 Nov 2011,Newspoll,ALP,Two-party-preferred,2013,2011-11-19,NA,NA,43
2011-11-18,2011-11-20,18–20 Nov 2011,Newspoll,Grn,First preference,2013,2011-11-19,NA,NA,10
2011-11-18,2011-11-20,18–20 Nov 2011,Newspoll,Lib/Nat,First preference,2013,2011-11-19,NA,NA,48
2011-11-18,2011-11-20,18–20 Nov 2011,Newspoll,Lib/Nat,Two-party-preferred,2013,2011-11-19,NA,NA,57
2011-11-18,2011-11-20,18–20 Nov 2011,Newspoll,Oth,First preference,2013,2011-11-19,NA,NA,12
2011-11-19,2011-11-20,19–20 Nov 2011,Roy Morgan,ALP,First preference,2013,2011-11-19,NA,NA,36.5
2011-11-19,2011-11-20,19–20 Nov 2011,Roy Morgan,ALP,Two-party-preferred,2013,2011-11-19,NA,NA,48.5
2011-11-19,2011-11-20,19–20 Nov 2011,Roy Morgan,Grn,First preference,2013,2011-11-19,NA,NA,12
2011-11-19,2011-11-20,19–20 Nov 2011,Roy Morgan,Lib/Nat,First preference,2013,2011-11-19,NA,NA,45.5
2011-11-19,2011-11-20,19–20 Nov 2011,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2011-11-19,NA,NA,51.5
2011-11-19,2011-11-20,19–20 Nov 2011,Roy Morgan,Oth,First preference,2013,2011-11-19,NA,NA,6
2011-11-23,2011-11-27,23–27 Nov 2011,Essential,ALP,First preference,2013,2011-11-25,NA,NA,34
2011-11-23,2011-11-27,23–27 Nov 2011,Essential,ALP,Two-party-preferred,2013,2011-11-25,NA,NA,46
2011-11-23,2011-11-27,23–27 Nov 2011,Essential,Grn,First preference,2013,2011-11-25,NA,NA,11
2011-11-23,2011-11-27,23–27 Nov 2011,Essential,Lib/Nat,First preference,2013,2011-11-25,NA,NA,47
2011-11-23,2011-11-27,23–27 Nov 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-11-25,NA,NA,54
2011-11-23,2011-11-27,23–27 Nov 2011,Essential,Oth,First preference,2013,2011-11-25,NA,NA,8
2011-11-26,2011-12-04,26–27 Nov/3–4 Dec 2011,Roy Morgan,ALP,First preference,2013,2011-11-30,NA,NA,36.5
2011-11-26,2011-12-04,26–27 Nov/3–4 Dec 2011,Roy Morgan,ALP,Two-party-preferred,2013,2011-11-30,NA,NA,47
2011-11-26,2011-12-04,26–27 Nov/3–4 Dec 2011,Roy Morgan,Grn,First preference,2013,2011-11-30,NA,NA,13
2011-11-26,2011-12-04,26–27 Nov/3–4 Dec 2011,Roy Morgan,Lib/Nat,First preference,2013,2011-11-30,NA,NA,43
2011-11-26,2011-12-04,26–27 Nov/3–4 Dec 2011,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2011-11-30,NA,NA,53
2011-11-26,2011-12-04,26–27 Nov/3–4 Dec 2011,Roy Morgan,Oth,First preference,2013,2011-11-30,NA,NA,7.5
2011-11-30,2011-12-04,30 Nov–4 Dec 2011,Essential,ALP,First preference,2013,2011-12-02,NA,NA,34
2011-11-30,2011-12-04,30 Nov–4 Dec 2011,Essential,ALP,Two-party-preferred,2013,2011-12-02,NA,NA,46
2011-11-30,2011-12-04,30 Nov–4 Dec 2011,Essential,Grn,First preference,2013,2011-12-02,NA,NA,10
2011-11-30,2011-12-04,30 Nov–4 Dec 2011,Essential,Lib/Nat,First preference,2013,2011-12-02,NA,NA,47
2011-11-30,2011-12-04,30 Nov–4 Dec 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-12-02,NA,NA,54
2011-11-30,2011-12-04,30 Nov–4 Dec 2011,Essential,Oth,First preference,2013,2011-12-02,NA,NA,9
2011-12-02,2011-12-04,2–4 Dec 2011,Newspoll,ALP,First preference,2013,2011-12-03,NA,NA,31
2011-12-02,2011-12-04,2–4 Dec 2011,Newspoll,ALP,Two-party-preferred,2013,2011-12-03,NA,NA,46
2011-12-02,2011-12-04,2–4 Dec 2011,Newspoll,Grn,First preference,2013,2011-12-03,NA,NA,13
2011-12-02,2011-12-04,2–4 Dec 2011,Newspoll,Lib/Nat,First preference,2013,2011-12-03,NA,NA,44
2011-12-02,2011-12-04,2–4 Dec 2011,Newspoll,Lib/Nat,Two-party-preferred,2013,2011-12-03,NA,NA,54
2011-12-02,2011-12-04,2–4 Dec 2011,Newspoll,Oth,First preference,2013,2011-12-03,NA,NA,12
2011-12-07,2011-12-11,7–11 Dec 2011,Essential,ALP,First preference,2013,2011-12-09,NA,NA,34
2011-12-07,2011-12-11,7–11 Dec 2011,Essential,ALP,Two-party-preferred,2013,2011-12-09,NA,NA,45
2011-12-07,2011-12-11,7–11 Dec 2011,Essential,Grn,First preference,2013,2011-12-09,NA,NA,10
2011-12-07,2011-12-11,7–11 Dec 2011,Essential,Lib/Nat,First preference,2013,2011-12-09,NA,NA,48
2011-12-07,2011-12-11,7–11 Dec 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-12-09,NA,NA,55
2011-12-07,2011-12-11,7–11 Dec 2011,Essential,Oth,First preference,2013,2011-12-09,NA,NA,9
2011-12-08,2011-12-10,8–10 Dec 2011,Nielsen,ALP,First preference,2013,2011-12-09,NA,NA,29
2011-12-08,2011-12-10,8–10 Dec 2011,Nielsen,ALP,Two-party-preferred,2013,2011-12-09,NA,NA,43
2011-12-08,2011-12-10,8–10 Dec 2011,Nielsen,Grn,First preference,2013,2011-12-09,NA,NA,11
2011-12-08,2011-12-10,8–10 Dec 2011,Nielsen,Lib/Nat,First preference,2013,2011-12-09,NA,NA,49
2011-12-08,2011-12-10,8–10 Dec 2011,Nielsen,Lib/Nat,Two-party-preferred,2013,2011-12-09,NA,NA,57
2011-12-08,2011-12-10,8–10 Dec 2011,Nielsen,Oth,First preference,2013,2011-12-09,NA,NA,11
2011-12-10,2011-12-18,10–11/17–18 Dec 2011,Roy Morgan,ALP,First preference,2013,2011-12-14,NA,NA,36.5
2011-12-10,2011-12-18,10–11/17–18 Dec 2011,Roy Morgan,ALP,Two-party-preferred,2013,2011-12-14,NA,NA,50
2011-12-10,2011-12-18,10–11/17–18 Dec 2011,Roy Morgan,Grn,First preference,2013,2011-12-14,NA,NA,13
2011-12-10,2011-12-18,10–11/17–18 Dec 2011,Roy Morgan,Lib/Nat,First preference,2013,2011-12-14,NA,NA,43
2011-12-10,2011-12-18,10–11/17–18 Dec 2011,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2011-12-14,NA,NA,50
2011-12-10,2011-12-18,10–11/17–18 Dec 2011,Roy Morgan,Oth,First preference,2013,2011-12-14,NA,NA,7.5
2011-12-14,2011-12-18,14–18 Dec 2011,Essential,ALP,First preference,2013,2011-12-16,NA,NA,35
2011-12-14,2011-12-18,14–18 Dec 2011,Essential,ALP,Two-party-preferred,2013,2011-12-16,NA,NA,46
2011-12-14,2011-12-18,14–18 Dec 2011,Essential,Grn,First preference,2013,2011-12-16,NA,NA,9
2011-12-14,2011-12-18,14–18 Dec 2011,Essential,Lib/Nat,First preference,2013,2011-12-16,NA,NA,47
2011-12-14,2011-12-18,14–18 Dec 2011,Essential,Lib/Nat,Two-party-preferred,2013,2011-12-16,NA,NA,54
2011-12-14,2011-12-18,14–18 Dec 2011,Essential,Oth,First preference,2013,2011-12-16,NA,NA,8
2012-01-07,2012-01-08,7–8 Jan 2012,Roy Morgan,ALP,First preference,2013,2012-01-07,NA,NA,37
2012-01-07,2012-01-08,7–8 Jan 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-01-07,NA,NA,48.5
2012-01-07,2012-01-08,7–8 Jan 2012,Roy Morgan,Grn,First preference,2013,2012-01-07,NA,NA,10.5
2012-01-07,2012-01-08,7–8 Jan 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-01-07,NA,NA,45
2012-01-07,2012-01-08,7–8 Jan 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-01-07,NA,NA,51.5
2012-01-07,2012-01-08,7–8 Jan 2012,Roy Morgan,Oth,First preference,2013,2012-01-07,NA,NA,7.5
2012-01-11,2012-01-15,11–15 Jan 2012,Essential,ALP,First preference,2013,2012-01-13,NA,NA,35
2012-01-11,2012-01-15,11–15 Jan 2012,Essential,ALP,Two-party-preferred,2013,2012-01-13,NA,NA,46
2012-01-11,2012-01-15,11–15 Jan 2012,Essential,Grn,First preference,2013,2012-01-13,NA,NA,9
2012-01-11,2012-01-15,11–15 Jan 2012,Essential,Lib/Nat,First preference,2013,2012-01-13,NA,NA,48
2012-01-11,2012-01-15,11–15 Jan 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-01-13,NA,NA,54
2012-01-11,2012-01-15,11–15 Jan 2012,Essential,Oth,First preference,2013,2012-01-13,NA,NA,8
2012-01-14,2012-01-22,14–15/21–22 Jan 2012,Roy Morgan,ALP,First preference,2013,2012-01-18,NA,NA,38.5
2012-01-14,2012-01-22,14–15/21–22 Jan 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-01-18,NA,NA,51
2012-01-14,2012-01-22,14–15/21–22 Jan 2012,Roy Morgan,Grn,First preference,2013,2012-01-18,NA,NA,12
2012-01-14,2012-01-22,14–15/21–22 Jan 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-01-18,NA,NA,42.5
2012-01-14,2012-01-22,14–15/21–22 Jan 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-01-18,NA,NA,49
2012-01-14,2012-01-22,14–15/21–22 Jan 2012,Roy Morgan,Oth,First preference,2013,2012-01-18,NA,NA,7
2012-01-17,2012-01-18,17–18 Jan 2012,Roy Morgan,ALP,First preference,2013,2012-01-17,NA,NA,35.5
2012-01-17,2012-01-18,17–18 Jan 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-01-17,NA,NA,46.5
2012-01-17,2012-01-18,17–18 Jan 2012,Roy Morgan,Grn,First preference,2013,2012-01-17,NA,NA,9
2012-01-17,2012-01-18,17–18 Jan 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-01-17,NA,NA,46.5
2012-01-17,2012-01-18,17–18 Jan 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-01-17,NA,NA,53.5
2012-01-17,2012-01-18,17–18 Jan 2012,Roy Morgan,Oth,First preference,2013,2012-01-17,NA,NA,9
2012-01-18,2012-01-22,18–22 Jan 2012,Essential,ALP,First preference,2013,2012-01-20,NA,NA,35
2012-01-18,2012-01-22,18–22 Jan 2012,Essential,ALP,Two-party-preferred,2013,2012-01-20,NA,NA,46
2012-01-18,2012-01-22,18–22 Jan 2012,Essential,Grn,First preference,2013,2012-01-20,NA,NA,10
2012-01-18,2012-01-22,18–22 Jan 2012,Essential,Lib/Nat,First preference,2013,2012-01-20,NA,NA,48
2012-01-18,2012-01-22,18–22 Jan 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-01-20,NA,NA,54
2012-01-18,2012-01-22,18–22 Jan 2012,Essential,Oth,First preference,2013,2012-01-20,NA,NA,7
2012-01-25,2012-01-29,25–29 Jan 2012,Essential,ALP,First preference,2013,2012-01-27,NA,NA,34
2012-01-25,2012-01-29,25–29 Jan 2012,Essential,ALP,Two-party-preferred,2013,2012-01-27,NA,NA,46
2012-01-25,2012-01-29,25–29 Jan 2012,Essential,Grn,First preference,2013,2012-01-27,NA,NA,10
2012-01-25,2012-01-29,25–29 Jan 2012,Essential,Lib/Nat,First preference,2013,2012-01-27,NA,NA,47
2012-01-25,2012-01-29,25–29 Jan 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-01-27,NA,NA,54
2012-01-25,2012-01-29,25–29 Jan 2012,Essential,Oth,First preference,2013,2012-01-27,NA,NA,8
2012-01-27,2012-01-28,27–28 Jan 2012,Galaxy,ALP,First preference,2013,2012-01-27,NA,NA,34
2012-01-27,2012-01-28,27–28 Jan 2012,Galaxy,ALP,Two-party-preferred,2013,2012-01-27,NA,NA,46
2012-01-27,2012-01-28,27–28 Jan 2012,Galaxy,Grn,First preference,2013,2012-01-27,NA,NA,12
2012-01-27,2012-01-28,27–28 Jan 2012,Galaxy,Lib/Nat,First preference,2013,2012-01-27,NA,NA,48
2012-01-27,2012-01-28,27–28 Jan 2012,Galaxy,Lib/Nat,Two-party-preferred,2013,2012-01-27,NA,NA,54
2012-01-27,2012-01-28,27–28 Jan 2012,Galaxy,Oth,First preference,2013,2012-01-27,NA,NA,6
2012-01-27,2012-01-29,27–29 Jan 2012,Newspoll,ALP,First preference,2013,2012-01-28,NA,NA,30
2012-01-27,2012-01-29,27–29 Jan 2012,Newspoll,ALP,Two-party-preferred,2013,2012-01-28,NA,NA,46
2012-01-27,2012-01-29,27–29 Jan 2012,Newspoll,Grn,First preference,2013,2012-01-28,NA,NA,12
2012-01-27,2012-01-29,27–29 Jan 2012,Newspoll,Lib/Nat,First preference,2013,2012-01-28,NA,NA,45
2012-01-27,2012-01-29,27–29 Jan 2012,Newspoll,Lib/Nat,Two-party-preferred,2013,2012-01-28,NA,NA,54
2012-01-27,2012-01-29,27–29 Jan 2012,Newspoll,Oth,First preference,2013,2012-01-28,NA,NA,13
2012-01-28,2012-01-29,28–29 Jan 2012,Roy Morgan,ALP,First preference,2013,2012-01-28,NA,NA,39.5
2012-01-28,2012-01-29,28–29 Jan 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-01-28,NA,NA,51
2012-01-28,2012-01-29,28–29 Jan 2012,Roy Morgan,Grn,First preference,2013,2012-01-28,NA,NA,9.5
2012-01-28,2012-01-29,28–29 Jan 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-01-28,NA,NA,41.5
2012-01-28,2012-01-29,28–29 Jan 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-01-28,NA,NA,49
2012-01-28,2012-01-29,28–29 Jan 2012,Roy Morgan,Oth,First preference,2013,2012-01-28,NA,NA,6.5
2012-02-01,2012-02-05,1–5 Feb 2012,Essential,ALP,First preference,2013,2012-02-03,NA,NA,33
2012-02-01,2012-02-05,1–5 Feb 2012,Essential,ALP,Two-party-preferred,2013,2012-02-03,NA,NA,46
2012-02-01,2012-02-05,1–5 Feb 2012,Essential,Grn,First preference,2013,2012-02-03,NA,NA,11
2012-02-01,2012-02-05,1–5 Feb 2012,Essential,Lib/Nat,First preference,2013,2012-02-03,NA,NA,47
2012-02-01,2012-02-05,1–5 Feb 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-02-03,NA,NA,54
2012-02-01,2012-02-05,1–5 Feb 2012,Essential,Oth,First preference,2013,2012-02-03,NA,NA,9
2012-02-02,2012-02-04,2–4 Feb 2012,Nielsen,ALP,First preference,2013,2012-02-03,NA,NA,33
2012-02-02,2012-02-04,2–4 Feb 2012,Nielsen,ALP,Two-party-preferred,2013,2012-02-03,NA,NA,47
2012-02-02,2012-02-04,2–4 Feb 2012,Nielsen,Grn,First preference,2013,2012-02-03,NA,NA,13
2012-02-02,2012-02-04,2–4 Feb 2012,Nielsen,Lib/Nat,First preference,2013,2012-02-03,NA,NA,45
2012-02-02,2012-02-04,2–4 Feb 2012,Nielsen,Lib/Nat,Two-party-preferred,2013,2012-02-03,NA,NA,53
2012-02-02,2012-02-04,2–4 Feb 2012,Nielsen,Oth,First preference,2013,2012-02-03,NA,NA,9
2012-02-04,2012-02-05,4–5 Feb 2012,Roy Morgan,ALP,First preference,2013,2012-02-04,NA,NA,38.5
2012-02-04,2012-02-05,4–5 Feb 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-02-04,NA,NA,48.5
2012-02-04,2012-02-05,4–5 Feb 2012,Roy Morgan,Grn,First preference,2013,2012-02-04,NA,NA,9.5
2012-02-04,2012-02-05,4–5 Feb 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-02-04,NA,NA,45.5
2012-02-04,2012-02-05,4–5 Feb 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-02-04,NA,NA,51.5
2012-02-04,2012-02-05,4–5 Feb 2012,Roy Morgan,Oth,First preference,2013,2012-02-04,NA,NA,6.5
2012-02-07,2012-02-08,7–8 Feb 2012,Roy Morgan,ALP,First preference,2013,2012-02-07,NA,NA,37
2012-02-07,2012-02-08,7–8 Feb 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-02-07,NA,NA,44.5
2012-02-07,2012-02-08,7–8 Feb 2012,Roy Morgan,Grn,First preference,2013,2012-02-07,NA,NA,14.5
2012-02-07,2012-02-08,7–8 Feb 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-02-07,NA,NA,41.5
2012-02-07,2012-02-08,7–8 Feb 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-02-07,NA,NA,55.5
2012-02-07,2012-02-08,7–8 Feb 2012,Roy Morgan,Oth,First preference,2013,2012-02-07,NA,NA,7
2012-02-08,2012-02-10,8–10 Feb 2012,Essential,ALP,First preference,2013,2012-02-09,NA,NA,34
2012-02-08,2012-02-10,8–10 Feb 2012,Essential,ALP,Two-party-preferred,2013,2012-02-09,NA,NA,46
2012-02-08,2012-02-10,8–10 Feb 2012,Essential,Grn,First preference,2013,2012-02-09,NA,NA,10
2012-02-08,2012-02-10,8–10 Feb 2012,Essential,Lib/Nat,First preference,2013,2012-02-09,NA,NA,47
2012-02-08,2012-02-10,8–10 Feb 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-02-09,NA,NA,54
2012-02-08,2012-02-10,8–10 Feb 2012,Essential,Oth,First preference,2013,2012-02-09,NA,NA,9
2012-02-10,2012-02-12,10–12 Feb 2012,Newspoll,ALP,First preference,2013,2012-02-11,NA,NA,32
2012-02-10,2012-02-12,10–12 Feb 2012,Newspoll,ALP,Two-party-preferred,2013,2012-02-11,NA,NA,45
2012-02-10,2012-02-12,10–12 Feb 2012,Newspoll,Grn,First preference,2013,2012-02-11,NA,NA,11
2012-02-10,2012-02-12,10–12 Feb 2012,Newspoll,Lib/Nat,First preference,2013,2012-02-11,NA,NA,46
2012-02-10,2012-02-12,10–12 Feb 2012,Newspoll,Lib/Nat,Two-party-preferred,2013,2012-02-11,NA,NA,55
2012-02-10,2012-02-12,10–12 Feb 2012,Newspoll,Oth,First preference,2013,2012-02-11,NA,NA,11
2012-02-12,2012-02-18,11–12/18–19 Feb 2012,Roy Morgan,ALP,First preference,2013,2012-02-15,NA,NA,37
2012-02-12,2012-02-18,11–12/18–19 Feb 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-02-15,NA,NA,51.5
2012-02-12,2012-02-18,11–12/18–19 Feb 2012,Roy Morgan,Grn,First preference,2013,2012-02-15,NA,NA,14.5
2012-02-12,2012-02-18,11–12/18–19 Feb 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-02-15,NA,NA,41.5
2012-02-12,2012-02-18,11–12/18–19 Feb 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-02-15,NA,NA,48.5
2012-02-12,2012-02-18,11–12/18–19 Feb 2012,Roy Morgan,Oth,First preference,2013,2012-02-15,NA,NA,7
2012-02-15,2012-02-19,15–19 Feb 2012,Essential,ALP,First preference,2013,2012-02-17,NA,NA,33
2012-02-15,2012-02-19,15–19 Feb 2012,Essential,ALP,Two-party-preferred,2013,2012-02-17,NA,NA,45
2012-02-15,2012-02-19,15–19 Feb 2012,Essential,Grn,First preference,2013,2012-02-17,NA,NA,11
2012-02-15,2012-02-19,15–19 Feb 2012,Essential,Lib/Nat,First preference,2013,2012-02-17,NA,NA,48
2012-02-15,2012-02-19,15–19 Feb 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-02-17,NA,NA,55
2012-02-15,2012-02-19,15–19 Feb 2012,Essential,Oth,First preference,2013,2012-02-17,NA,NA,9
2012-02-22,2012-02-23,22–23 Feb 2012,Nielsen,ALP,First preference,2013,2012-02-22,NA,NA,34
2012-02-22,2012-02-23,22–23 Feb 2012,Nielsen,ALP,Two-party-preferred,2013,2012-02-22,NA,NA,47
2012-02-22,2012-02-23,22–23 Feb 2012,Nielsen,Grn,First preference,2013,2012-02-22,NA,NA,12
2012-02-22,2012-02-23,22–23 Feb 2012,Nielsen,Lib/Nat,First preference,2013,2012-02-22,NA,NA,44
2012-02-22,2012-02-23,22–23 Feb 2012,Nielsen,Lib/Nat,Two-party-preferred,2013,2012-02-22,NA,NA,53
2012-02-22,2012-02-23,22–23 Feb 2012,Nielsen,Oth,First preference,2013,2012-02-22,NA,NA,11
2012-02-22,2012-02-26,22–26 Feb 2012,Essential,ALP,First preference,2013,2012-02-24,NA,NA,32
2012-02-22,2012-02-26,22–26 Feb 2012,Essential,ALP,Two-party-preferred,2013,2012-02-24,NA,NA,44
2012-02-22,2012-02-26,22–26 Feb 2012,Essential,Grn,First preference,2013,2012-02-24,NA,NA,11
2012-02-22,2012-02-26,22–26 Feb 2012,Essential,Lib/Nat,First preference,2013,2012-02-24,NA,NA,49
2012-02-22,2012-02-26,22–26 Feb 2012,Essential,Lib/Nat,Two-party-preferred,2013,2012-02-24,NA,NA,56
2012-02-22,2012-02-26,22–26 Feb 2012,Essential,Oth,First preference,2013,2012-02-24,NA,NA,8
2012-02-23,2012-02-24,23–24 Feb 2012,Galaxy,ALP,First preference,2013,2012-02-23,NA,NA,34
2012-02-23,2012-02-24,23–24 Feb 2012,Galaxy,ALP,Two-party-preferred,2013,2012-02-23,NA,NA,46
2012-02-23,2012-02-24,23–24 Feb 2012,Galaxy,Grn,First preference,2013,2012-02-23,NA,NA,12
2012-02-23,2012-02-24,23–24 Feb 2012,Galaxy,Lib/Nat,First preference,2013,2012-02-23,NA,NA,47
2012-02-23,2012-02-24,23–24 Feb 2012,Galaxy,Lib/Nat,Two-party-preferred,2013,2012-02-23,NA,NA,54
2012-02-23,2012-02-24,23–24 Feb 2012,Galaxy,Oth,First preference,2013,2012-02-23,NA,NA,7
2012-02-23,2012-02-26,23–26 Feb 2012,Newspoll,ALP,First preference,2013,2012-02-24,NA,NA,35
2012-02-23,2012-02-26,23–26 Feb 2012,Newspoll,ALP,Two-party-preferred,2013,2012-02-24,NA,NA,47
2012-02-23,2012-02-26,23–26 Feb 2012,Newspoll,Grn,First preference,2013,2012-02-24,NA,NA,11
2012-02-23,2012-02-26,23–26 Feb 2012,Newspoll,Lib/Nat,First preference,2013,2012-02-24,NA,NA,45
2012-02-23,2012-02-26,23–26 Feb 2012,Newspoll,Lib/Nat,Two-party-preferred,2013,2012-02-24,NA,NA,53
2012-02-23,2012-02-26,23–26 Feb 2012,Newspoll,Oth,First preference,2013,2012-02-24,NA,NA,9
2012-02-25,2012-02-26,25–26 Feb 2012,Roy Morgan,ALP,First preference,2013,2012-02-25,NA,NA,37.5
2012-02-25,2012-02-26,25–26 Feb 2012,Roy Morgan,ALP,Two-party-preferred,2013,2012-02-25,NA,NA,50
2012-02-25,2012-02-26,25–26 Feb 2012,Roy Morgan,Grn,First preference,2013,2012-02-25,NA,NA,11
2012-02-25,2012-02-26,25–26 Feb 2012,Roy Morgan,Lib/Nat,First preference,2013,2012-02-25,NA,NA,42.5
2012-02-25,2012-02-26,25–26 Feb 2012,Roy Morgan,Lib/Nat,Two-party-preferred,2013,2012-02-25,NA,NA,50
2012-02-25,2012-02-26,25–26 Feb 2012,Roy Morgan,Oth,First preference,2013,2012-02-25,NA,NA,9
